,ETH,score,rank,collection_size,metadata_Earring,metadata_Background,metadata_Fur,metadata_Clothes,metadata_Mouth,metadata_Eyes,metadata_Hat
1576,72.0,1.1667818429071637,1007,10000,,Gray,White,Smoking Jacket,Bored Kazoo,Hypnotized,Horns
1577,1.1,0.958777142807489,5938,10000,,Yellow,Blue,Puffy Vest,Bored Unshaven Cigarette,Robot,
1578,86.8686,1.1267226595778903,1544,10000,Gold Hoop,New Punk Blue,Zombie,Toga,Discomfort,Heart,
1579,56.0,1.0421359690982537,3270,10000,,Army Green,White,Rainbow Suspenders,Bored Unshaven,X Eyes,Sushi Chef Headband
1581,90.0,0.9474671544172302,6341,10000,,Aquamarine,Cheetah,Leather Punk Jacket,Tongue Out,Bored,
1582,4.99,0.9951529973206326,4679,10000,,Army Green,Tan,Tanktop,Grin,Sleepy,Bayc Hat Red
1583,120.0,0.9830880636851178,5096,10000,Silver Stud,Purple,Golden Brown,Bone Tee,Bored Unshaven,Bored,Beanie
1584,2.0,1.0154947826403895,4019,10000,,Yellow,Dark Brown,Caveman Pelt,Phoneme  ooo,Zombie,Cowboy Hat
1585,75.0,0.8621993262042879,8893,10000,,Orange,Brown,Tuxedo Tee,Bored Cigarette,3d,
1586,3.33,0.858068078948295,8968,10000,,Blue,Black,,Bored Cigarette,Sleepy,
1587,1.8,0.8779280146884049,8531,10000,,,,,,,
1588,87.0,0.9893917050040804,4863,10000,,Purple,Zombie,Stunt Jacket,Bored,Sleepy,Ww2 Pilot Helm
1589,6.1,0.9615327134947722,5843,10000,,New Punk Blue,Brown,Black T,Small Grin,Coins,Commie Hat
1590,2.5,0.9026747245113153,7859,10000,,Purple,Blue,,Bored Unshaven,Robot,
1591,0.8888,1.0558602720996175,2935,10000,,Blue,Brown,Bayc T Red,Bored Bubblegum,Angry,Army Hat
1592,2.42,1.0072007983903082,4270,10000,,Purple,Brown,Tie Dye,Bored Cigar,Bloodshot,Cowboy Hat
1595,46.66,0.9125878684436288,7534,10000,Diamond Stud,Gray,Brown,Striped Tee,Grin,Bored,
1598,72.0,0.909475322298332,7624,10000,,Yellow,Gray,,Phoneme Vuh,Bored,Sushi Chef Headband
1599,99.99,0.9519523884456436,6184,10000,,,,,,,
1600,70.4,1.005906118765542,4314,10000,Silver Hoop,Army Green,Black,,Phoneme  ooo,Crazy,Horns
1601,1.11,0.9560785933424788,6037,10000,,Gray,Dmt,Black Holes T,Bored Unshaven,Bored,Spinner Hat
1602,0.55,1.0534633811637983,2986,10000,,Purple,Dark Brown,Sleeveless Logo T,Phoneme Oh,3d,Prussian Helmet
1603,0.65,1.0652459385900312,2732,10000,,Army Green,Brown,Navy Striped Tee,Bored Unshaven Cigar,Angry,Police Motorcycle Helmet
1604,1.3,0.8926922370198881,8139,10000,,New Punk Blue,Dark Brown,,Phoneme Vuh,Sleepy,
1605,87.0,1.0851317637984312,2306,10000,,Aquamarine,Blue,Sailor Shirt,Bored Unshaven Cigar,Bored,Laurel Wreath
1607,80.0,0.7859543735372387,9858,10000,,Gray,Brown,,Bored,Sunglasses,Beanie
1608,53.5,1.0153959765190366,4023,10000,,Orange,White,Prison Jumpsuit,Bored Cigarette,Coins,Bunny Ears
1609,39.98,0.8770161297892429,8550,10000,,Army Green,Brown,Bone Tee,Bored Unshaven,Bored,Ww2 Pilot Helm
1610,84.0,0.9561975919487185,6029,10000,Silver Hoop,Purple,Brown,Lab Coat,Bored,Holographic,
1611,4.5,0.8066597897945548,9719,10000,,Gray,Brown,Sailor Shirt,Bored,Bored,Horns
1612,140.0,0.956649210204208,6008,10000,,Blue,Pink,Hawaiian,Bored Unshaven Cigarette,Bored,Safari
1613,3.99,1.2594094094139772,263,10000,,,,,,,
1614,0.6472259734934659,0.8246842138091662,9523,10000,,Orange,Dark Brown,,Bored,Coins,Sushi Chef Headband
1616,1.97,0.9040716909005028,7808,10000,,,,,,,
1617,0.0,1.0605096148919595,2841,10000,Silver Stud,Army Green,Cream,Sleeveless T,Bored Party Horn,Closed,
1618,2.0,0.8391627942523607,9307,10000,,Purple,Pink,Tuxedo Tee,Bored Unshaven,Bored,Beanie
1620,96.0,1.1040747143154592,1902,10000,,Aquamarine,Red,Bandolier,Bored Unshaven Bubblegum,Bored,Police Motorcycle Helmet
1621,71.0,1.0529264727686232,2999,10000,,,,,,,
1622,23.0,0.8612214995295788,8914,10000,,Purple,Red,,Grin,Bored,Bayc Flipped Brim
1623,81.5,0.9331531226418156,6848,10000,,New Punk Blue,White,Black T,Bored Unshaven,Blindfold,Beanie
1624,0.75,1.0563042002589431,2927,10000,Cross,Gray,Black,Blue Dress,Bored Unshaven,Sunglasses,
1625,8.4,1.0946673767120132,2105,10000,Silver Stud,Gray,Red,Tanktop,Bored,Closed,Bunny Ears
1626,1.0,0.9031755638393936,7840,10000,,New Punk Blue,Blue,Navy Striped Tee,Bored Unshaven,Sleepy,Army Hat
1627,1.35,0.9876922918630974,4920,10000,,,,,,,
1628,73.5,1.0478821523551032,3121,10000,,,,,,,
1629,3.0,0.9846772908355989,5031,10000,,,,,,,
1630,75.0,0.8653962952652704,8817,10000,,New Punk Blue,Brown,Prison Jumpsuit,Bored Unshaven,Bored,Faux Hawk
1631,0.6,1.0469768628094616,3144,10000,Silver Hoop,Yellow,Noise,Bayc T Black,Bored,Bored,Beanie
1632,109.0,0.9684498786441108,5620,10000,,Orange,Brown,Leather Punk Jacket,Phoneme Wah,Bored,Bowler
1633,39.0,0.9889020855123462,4880,10000,,Aquamarine,Black,Striped Tee,Jovial,Zombie,Irish Boho
1634,1.0,0.9889685395480644,4876,10000,,,,,,,
1635,125.0,1.1920750269505531,751,10000,Gold Stud,New Punk Blue,Dark Brown,Tuxedo Tee,Bored Unshaven Cigar,Wide Eyed,Beanie
1636,10.5,1.22265475720596,488,10000,,,,,,,
1637,38.888,1.077637974283663,2453,10000,Diamond Stud,Aquamarine,Dark Brown,Striped Tee,Bored,Crazy,Halo
1638,40.0,1.0738410462727312,2519,10000,Cross,New Punk Blue,Blue,Tie Dye,Bored Unshaven,Heart,
1640,1.2,1.1877878492972096,787,10000,Diamond Stud,Gray,Gray,Bone Tee,Bored,Sunglasses,S&m Hat
1641,84.48,0.9017172549332714,7891,10000,,Army Green,Black,Caveman Pelt,Bored,Eyepatch,Fez
1642,87.1,1.0409412605544028,3301,10000,,Purple,Black,Tie Dye,Bored Kazoo,Blindfold,
1643,120.0,1.0209482754873551,3850,10000,Silver Hoop,Yellow,Tan,,Jovial,Sad,Bayc Hat Black
1644,63.0,0.9620351858793112,5824,10000,,Army Green,Brown,Prison Jumpsuit,Rage,Sad,Fez
1645,71.5,1.068691413776367,2649,10000,,Purple,Brown,Prom Dress,Bored Party Horn,Sad,Short Mohawk
1646,0.85,1.0962166455283615,2067,10000,Silver Stud,New Punk Blue,Dark Brown,Admirals Coat,Rage,Hypnotized,
1647,8.8,0.8711083166045458,8686,10000,,Yellow,Robot,Striped Tee,Bored Unshaven,Wide Eyed,
1649,0.35,1.055362605875955,2947,10000,Gold Hoop,Aquamarine,Cream,,Bored Cigarette,Coins,Party Hat 2
1651,110.0,0.8494427367413222,9123,10000,,Army Green,Gray,Tuxedo Tee,Bored,Sad,
1655,10.0,1.200532403511849,671,10000,,Gray,Trippy,Hawaiian,Phoneme Wah,Blue Beams,
1656,40.0,1.1495523763295448,1210,10000,,Purple,Solid Gold,Guayabera,Bored Bubblegum,Eyepatch,
1657,133.333,1.1152369605620085,1714,10000,,Blue,Brown,Cowboy Shirt,Bored Party Horn,Sunglasses,Safari
1658,17.39,0.9488042120802864,6291,10000,Gold Stud,New Punk Blue,Dark Brown,Vietnam Jacket,Bored Unshaven,Robot,
1659,94.8,1.0533709021275135,2988,10000,Gold Stud,Orange,Red,Leather Punk Jacket,Grin,Crazy,
1660,1.25,0.9022170068436356,7873,10000,,Aquamarine,Dark Brown,Striped Tee,Bored Unshaven Cigarette,Heart,Beanie
1661,111.0,1.007541749883572,4254,10000,,,,,,,
1662,28.0,0.8501950408045372,9114,10000,,Orange,Dark Brown,Striped Tee,Bored Cigarette,Bored,Vietnam Era Helmet
1663,15.0,0.9408403449541584,6585,10000,,New Punk Blue,Black,,Jovial,Sleepy,Ww2 Pilot Helm
1664,107.0,1.1290467633354906,1518,10000,Silver Stud,Orange,Cream,Leather Jacket,Bored Cigarette,Zombie,Beanie
1665,1.5,1.2123407609378103,568,10000,Gold Hoop,Blue,Dmt,Leather Jacket,Bored Unshaven,Heart,Vietnam Era Helmet
1666,9.75,1.0288865956654911,3623,10000,,Orange,Noise,Bone Tee,Bored Unshaven,Wide Eyed,Stuntman Helmet
1667,6.6969,1.2232268746108428,481,10000,Silver Stud,Yellow,Red,Caveman Pelt,Bored Party Horn,Bored,Bayc Hat Black
1668,0.63,0.8446500789788753,9211,10000,,Blue,Brown,Guayabera,Bored Cigarette,Closed,
1669,52.42069,0.8535246130551857,9047,10000,,New Punk Blue,Brown,,Bored,Eyepatch,Stuntman Helmet
1670,38.0,0.8527694431845695,9060,10000,,Purple,Gray,Navy Striped Tee,Bored,Robot,
1671,99.99,0.9489416407522736,6286,10000,,New Punk Blue,Dark Brown,,Rage,X Eyes,Army Hat
1672,64.0,0.9270834071740042,7043,10000,,,,,,,
1673,12.55,0.8681985998770708,8753,10000,,Purple,Pink,Prison Jumpsuit,Bored,Bored,Irish Boho
1674,8.4,0.7383775063968383,9979,10000,,Orange,Dark Brown,Guayabera,Bored,Bored,
1675,72.5,0.8016715702139511,9754,10000,,Yellow,Dark Brown,Hawaiian,Bored Unshaven,Bored,Fez
1676,5.0,1.1764651525549148,915,10000,Gold Stud,New Punk Blue,Brown,Bone Necklace,Bored,Laser Eyes,Army Hat
1677,58.0,0.8142059806458992,9636,10000,,Aquamarine,Black,,Grin,Bored,
1678,0.8,1.031469343621864,3554,10000,,,,,,,
1679,108.5,0.8707144811801071,8699,10000,,Orange,Black,,Bored Cigarette,Crazy,Short Mohawk
1680,0.844,1.0024821655494938,4425,10000,,Purple,Dark Brown,Vietnam Jacket,Grin Gold Grill,Blindfold,
1681,54.0,0.7239022684610374,9995,10000,,Gray,Dark Brown,Black T,Bored,Bored,
1682,9.99,0.8960594317694025,8052,10000,,New Punk Blue,Dark Brown,Navy Striped Tee,Phoneme L,Wide Eyed,
1683,0.45,0.8997634904269821,7942,10000,,New Punk Blue,Cheetah,Wool Turtleneck,Phoneme Vuh,Bored,
1684,104.2106,0.8855818781058239,8345,10000,,,,,,,
1685,7.999,1.020670049719519,3863,10000,,Aquamarine,Dmt,Work Vest,Bored Unshaven Cigarette,Wide Eyed,Beanie
1686,0.49,0.8996334419015655,7947,10000,,Orange,Brown,Leather Jacket,Bored Unshaven,Sunglasses,Fez
1687,1.89,1.098032988613911,2026,10000,,Aquamarine,Tan,Tie Dye,Phoneme Oh,Blindfold,Vietnam Era Helmet
1688,6.4999,0.9029963214620808,7847,10000,,,,,,,
1689,72.0,0.9322820622252392,6886,10000,,Yellow,Brown,Bone Tee,Phoneme Oh,Closed,Beanie
1690,76.0,1.1682853399523887,993,10000,Silver Hoop,Army Green,Dark Brown,Caveman Pelt,Phoneme L,Heart,Cowboy Hat
1691,18.5,1.366318054823752,31,10000,Cross,Army Green,Tan,Sleeveless T,Bored Party Horn,Scumbag,Army Hat
1692,51.0,1.0126808092798312,4106,10000,Silver Hoop,Yellow,Black,,Phoneme L,Sunglasses,Bowler
1693,100.0,0.9050753965633752,7765,10000,,Aquamarine,Blue,Wool Turtleneck,Bored,Sleepy,Bowler
1694,2.0,0.9280795308602156,7016,10000,,New Punk Blue,Brown,Bone Tee,Bored,Zombie,Stuntman Helmet
1695,1.4,1.121066212502598,1614,10000,,Yellow,Noise,Striped Tee,Small Grin,Sunglasses,Prussian Helmet
1696,4.2,1.0130416765218362,4088,10000,,Purple,Zombie,Guayabera,Discomfort,Crazy,
1697,1.5,1.2109347682290732,580,10000,Silver Hoop,Blue,Dark Brown,Caveman Pelt,Grin Gold Grill,Sad,Army Hat
1698,120.0,1.0702192562638984,2615,10000,,Army Green,Red,Rainbow Suspenders,Grin Gold Grill,Robot,
1699,3.95,0.926203173811398,7083,10000,,Aquamarine,Death Bot,,Bored,Sleepy,Prussian Helmet
1700,55.7,1.1241546135694316,1577,10000,Silver Hoop,Orange,Red,Smoking Jacket,Bored,Wide Eyed,Police Motorcycle Helmet
1701,0.4,1.072979439180828,2541,10000,Silver Hoop,Aquamarine,Pink,Wool Turtleneck,Bored,Bloodshot,Bunny Ears
1702,76.0,0.9905063981178546,4833,10000,,Army Green,Cream,Bayc T Black,Bored Unshaven,Zombie,Stuntman Helmet
1703,9.975,0.9199895262948964,7276,10000,,Aquamarine,Zombie,Bayc T Red,Dumbfounded,Bored,
1704,4.999,0.8517815197528877,9079,10000,,Purple,Pink,,Bored,Wide Eyed,Horns
1705,100.0,0.8665367908412738,8787,10000,Gold Stud,Purple,Dark Brown,Navy Striped Tee,Bored,Sleepy,
1706,71.0,0.9367860205623536,6733,10000,Gold Hoop,Gray,Golden Brown,,Bored,X Eyes,Beanie
1707,0.45,1.054420464509204,2967,10000,,Orange,Pink,Hawaiian,Phoneme Vuh,Wide Eyed,Ww2 Pilot Helm
1708,72.0,0.9676945629379766,5648,10000,,Yellow,Red,Toga,Jovial,Bored,Short Mohawk
1709,0.725,1.126664834022391,1546,10000,Silver Hoop,Gray,Black,Prison Jumpsuit,Dumbfounded,Coins,Horns
1710,99.5,1.089764580703778,2198,10000,Diamond Stud,Purple,Cream,Striped Tee,Bored Unshaven,Sad,Beanie
1711,0.7998994478418334,1.0533303452312983,2992,10000,,Army Green,Zombie,Smoking Jacket,Jovial,Bloodshot,Safari
1712,0.6897,1.2215088753868748,499,10000,Diamond Stud,Orange,Cream,Navy Striped Tee,Bored Unshaven,Robot,Bandana Blue
1713,0.833,0.8838243357809891,8395,10000,Silver Hoop,Orange,Blue,,Bored Unshaven,Crazy,
1714,5.4,1.280225384625726,184,10000,,,,,,,
1715,5.5,1.0552213149073555,2952,10000,Silver Hoop,Army Green,Cream,Service,Discomfort,Sad,
1717,88.0,1.0573236289254997,2908,10000,Gold Stud,Aquamarine,Dark Brown,Bandolier,Bored,Angry,Beanie
1718,48.0,1.0827373747919142,2345,10000,,Yellow,Dark Brown,Hip Hop,Bored Unshaven Cigar,Crazy,Horns
1719,96.0,1.009301617878985,4204,10000,,Yellow,Dmt,Striped Tee,Bored,Blindfold,Police Motorcycle Helmet
1720,0.426,0.9184126620320096,7336,10000,,Purple,Brown,,Bored Cigarette,Robot,Police Motorcycle Helmet
1721,0.25,0.9403691453410988,6602,10000,Gold Stud,Aquamarine,Brown,,Bored,Zombie,S&m Hat
1722,0.3,0.9981218063822904,4564,10000,,Gray,Dark Brown,Caveman Pelt,Dumbfounded,Closed,Bayc Hat Red
1723,47.5,0.8055140993312218,9726,10000,,Gray,Red,,Bored,Bored,S&m Hat
1725,155.0,1.1364612695739706,1397,10000,,,,,,,
1726,0.45,0.8171826072864171,9603,10000,,,,,,,
1727,155.0,1.1014720947432253,1953,10000,,Orange,Cheetah,Biker Vest,Small Grin,Zombie,Faux Hawk
1728,115.0,1.012169693586515,4116,10000,,,,,,,
1729,98.0,1.1245767799784403,1571,10000,,,,,,,
1730,54.9,0.9040952071599596,7806,10000,,Aquamarine,Dark Brown,Puffy Vest,Phoneme Vuh,3d,
1731,0.3999,1.0410900943506596,3295,10000,,New Punk Blue,Cheetah,Vietnam Jacket,Bored Unshaven Cigarette,Sleepy,Police Motorcycle Helmet
1732,11.95,1.038285690185102,3373,10000,,Gray,Black,Space Suit,Jovial,Angry,Bowler
1734,0.3999,0.7323468000386608,9987,10000,,New Punk Blue,Brown,,Bored,Bored,Short Mohawk
1735,41.55,0.9507327197911276,6233,10000,,Aquamarine,Brown,Service,Phoneme  ooo,Crazy,
1736,104.5,0.849159952331072,9129,10000,,Aquamarine,Golden Brown,,Bored Cigarette,Bored,Safari
1737,0.4,0.9396095316126112,6640,10000,,Blue,Cheetah,Caveman Pelt,Bored Unshaven,Closed,Fez
1739,0.55,1.0621430349599137,2798,10000,,,,,,,
1740,5.66,0.8723316920899911,8661,10000,,Blue,Black,Guayabera,Bored Unshaven Cigarette,Sleepy,
1741,125.0,0.921986122008883,7206,10000,,Gray,Brown,Lab Coat,Small Grin,Closed,
1742,1.3,1.007960419418104,4239,10000,,New Punk Blue,Black,Bayc T Red,Phoneme L,Zombie,Beanie
1743,72.0,0.916571433496241,7398,10000,,New Punk Blue,White,,Bored Unshaven,Robot,Vietnam Era Helmet
1744,92.0,0.9533242674514204,6131,10000,,Gray,Gray,Prison Jumpsuit,Bored Unshaven Cigarette,Crazy,
1745,2.5,1.1700066968252014,982,10000,Silver Hoop,Purple,Black,Prison Jumpsuit,Jovial,Zombie,Bowler
1746,19.3,0.95510090440802,6073,10000,,,,,,,
1747,1.99,0.8884509728560723,8269,10000,Gold Hoop,Army Green,Black,,Bored,Bloodshot,Horns
1748,111.0,0.9528601656827238,6154,10000,,,,,,,
1749,1.25,0.9842251293786338,5049,10000,,Army Green,Red,Tuxedo Tee,Small Grin,Bored,Vietnam Era Helmet
1750,52.0,0.8676355410016743,8768,10000,,Purple,Dark Brown,Black Holes T,Discomfort,Bored,
1751,4.4,1.0426894137084526,3253,10000,,Blue,Dmt,,Bored Cigar,Closed,Irish Boho
1752,7.0,0.9084758753358584,7655,10000,,,,,,,
1753,0.8,1.1152756239694006,1712,10000,,,,,,,
1754,91.88,0.9110960630703856,7577,10000,,Gray,Pink,Bone Tee,Bored Cigarette,Bored,Cowboy Hat
1755,105.0,0.8815789175509882,8437,10000,,New Punk Blue,Brown,Smoking Jacket,Bored,Crazy,Commie Hat
1756,130.0,1.0425935422791384,3255,10000,,Orange,Dmt,Guayabera,Bored Cigarette,Heart,Bowler
1757,12.0,0.9469570322115533,6352,10000,,Blue,Cheetah,Bone Necklace,Bored,Sad,Bayc Flipped Brim
1758,68.6316,0.8524475279744234,9067,10000,,Blue,Brown,Prison Jumpsuit,Grin,Bored,Fez
1759,81.5,1.1032267659081287,1916,10000,,Purple,Red,Navy Striped Tee,Tongue Out,Holographic,Bayc Flipped Brim
1760,87.0,0.8933483752618885,8120,10000,,Aquamarine,Tan,Striped Tee,Bored,Coins,S&m Hat
1761,36.49,1.0134787000222614,4070,10000,,Aquamarine,Blue,Biker Vest,Bored Unshaven Pipe,Coins,
1763,22.0,1.0286002206213,3632,10000,,Purple,Gray,Bone Necklace,Grin,Sunglasses,Sushi Chef Headband
1764,161.0,0.9866170213540986,4965,10000,,New Punk Blue,White,Sailor Shirt,Bored,Crazy,Party Hat 2
1765,5.0,0.9403601981182108,6604,10000,,Blue,Brown,Striped Tee,Bored Unshaven Pizza,Bored,
1766,102.0,1.1624945600909482,1063,10000,Gold Hoop,Aquamarine,Tan,Smoking Jacket,Bored Unshaven,Zombie,S&m Hat
1767,65.0,1.1767716956816818,909,10000,,,,,,,
1768,95.0,1.0561395767377948,2930,10000,,Aquamarine,Cheetah,Tweed Suit,Grin,Zombie,Irish Boho
1769,124.5,1.107523372374702,1839,10000,,,,,,,
1770,0.49,0.9162675225516648,7409,10000,Cross,Aquamarine,Black,,Bored,Sunglasses,
1771,1.179,1.0775710540303332,2455,10000,Silver Stud,Orange,Black,Vietnam Jacket,Phoneme Vuh,Bloodshot,Beanie
1772,85.0,1.1013727076911115,1955,10000,Silver Hoop,Blue,Gray,Stunt Jacket,Dumbfounded,Bored,Cowboy Hat
1773,106.99,0.879284132901835,8492,10000,,Gray,Blue,Sailor Shirt,Bored Unshaven,Sleepy,Beanie
1775,140.0,0.952438821780918,6163,10000,,Gray,Death Bot,Space Suit,Bored,Bored,Short Mohawk
1778,0.16,1.2382797532976504,378,10000,Cross,Aquamarine,Pink,Wool Turtleneck,Bored Cigarette,Heart,Halo
1780,46.5,0.9482712170904912,6311,10000,,Aquamarine,Brown,Work Vest,Tongue Out,Crazy,
1781,1.39,0.9345844913667144,6802,10000,,Army Green,Tan,Wool Turtleneck,Bored,3d,Safari
1782,0.784,1.0059183132407548,4312,10000,Silver Stud,Gray,Dark Brown,Striped Tee,Discomfort,Blindfold,
1783,69.37242,1.100243182350767,1980,10000,Silver Hoop,Gray,Dark Brown,Vietnam Jacket,Grin,Sleepy,Spinner Hat
1784,135.0,0.9536976389295392,6119,10000,,,,,,,
1785,70.0,0.93620994143361,6754,10000,,Army Green,Brown,Service,Phoneme  ooo,Wide Eyed,
1786,5.225847370216682,1.0412703774212844,3292,10000,,Aquamarine,Tan,Puffy Vest,Discomfort,3d,Bowler
1787,4.0,0.8713040716344822,8684,10000,,Orange,Black,Hawaiian,Bored,Hypnotized,Beanie
1788,7.789,1.0189540644924533,3909,10000,,,,,,,
1789,128.0,0.9225759337086497,7190,10000,,Purple,Black,Vietnam Jacket,Bored,Angry,Faux Hawk
1790,7.2,0.9378519630890728,6701,10000,Diamond Stud,Purple,Brown,Bone Tee,Bored Cigarette,Bored,
1791,4.7,0.9491210948184784,6277,10000,,New Punk Blue,Cream,Sailor Shirt,Bored Unshaven,Robot,S&m Hat
1792,14.0,1.1067300447566726,1853,10000,Silver Stud,New Punk Blue,Dark Brown,Work Vest,Bored Unshaven,Sleepy,Bandana Blue
1793,99.0,1.2265771242581842,461,10000,Gold Hoop,Yellow,Golden Brown,Smoking Jacket,Phoneme Oh,Angry,Horns
1794,0.8,0.9646316908210066,5741,10000,,Yellow,Cheetah,Toga,Bored Cigarette,3d,Beanie
1796,6.5,1.1027961644113942,1925,10000,,Blue,Tan,Leather Punk Jacket,Phoneme  ooo,Sunglasses,Faux Hawk
1797,8.0,0.9435398206888388,6489,10000,,Aquamarine,Pink,Smoking Jacket,Grin,Bored,Spinner Hat
1798,65.0,0.9234080002469052,7165,10000,,Gray,Dark Brown,Lumberjack Shirt,Bored,Blindfold,Bayc Flipped Brim
1799,1.5,1.2242608382343303,475,10000,Cross,Yellow,Brown,Sleeveless T,Grin,3d,Party Hat 1
1800,32.8,0.925775391070252,7102,10000,,Purple,Black,Prison Jumpsuit,Dumbfounded,Hypnotized,
1801,33.0,1.030793532645765,3564,10000,,New Punk Blue,Dark Brown,Striped Tee,Grin Gold Grill,Zombie,Commie Hat
1802,65.550095,0.9087994871011996,7646,10000,,New Punk Blue,Golden Brown,Wool Turtleneck,Phoneme Vuh,Sleepy,
1803,0.55,0.9832450776273084,5090,10000,,Purple,Cheetah,Caveman Pelt,Phoneme Vuh,Coins,
1804,1.89,0.9327565061304528,6863,10000,,New Punk Blue,Dark Brown,,Phoneme Vuh,Robot,Vietnam Era Helmet
1805,149.99,1.0002667105816476,4501,10000,,Yellow,Blue,,Phoneme Wah,3d,S&m Hat
1806,69.0,0.9694583397301522,5583,10000,,New Punk Blue,Robot,,Bored Cigarette,Crazy,
1807,2.1,1.2654503056639106,243,10000,Silver Hoop,Army Green,Tan,Leather Punk Jacket,Jovial,Laser Eyes,Beanie
1808,40.0,0.9157677039271882,7436,10000,,Purple,Brown,Prison Jumpsuit,Bored Unshaven,Blindfold,Short Mohawk
1809,1.75,0.9422581511486112,6536,10000,,Aquamarine,White,Bayc T Red,Grin,Bored,Fez
1810,48.69,0.9354726632234516,6775,10000,,Yellow,Golden Brown,Blue Dress,Bored Unshaven,Closed,Cowboy Hat
1811,8.49,1.007112613353821,4274,10000,,,,,,,
1812,60.0,0.8844267398756784,8380,10000,,Blue,Brown,Lumberjack Shirt,Bored Cigarette,Bored,Irish Boho
1813,3.63,1.1244349975246466,1574,10000,Silver Hoop,New Punk Blue,Black,Smoking Jacket,Bored Cigarette,Bloodshot,Party Hat 2
1814,109.0,1.118943871561707,1656,10000,Silver Stud,New Punk Blue,Red,Lumberjack Shirt,Discomfort,Bored,Beanie
1815,1.0,0.8847281652702217,8368,10000,,,,,,,
1816,1.42,0.8039319935387945,9733,10000,,Gray,Black,,Bored,Closed,
1817,2.3221,0.9913617904700908,4806,10000,,,,,,,
1818,3.5,0.900833157603351,7916,10000,,New Punk Blue,Cream,Service,Grin,Bloodshot,
1819,90.0,0.8833508981717266,8407,10000,,New Punk Blue,Golden Brown,Sailor Shirt,Bored Cigarette,3d,
1820,6.85,1.0322681684302737,3539,10000,Silver Hoop,Army Green,Brown,Bone Necklace,Bored,Angry,Fez
1821,0.15,0.8146483171397308,9629,10000,,Blue,Black,,Grin,Bored,Bayc Hat Black
1822,42.0,0.8264957640885336,9499,10000,,,,,,,
1823,4.0,1.1389480304272648,1359,10000,Silver Hoop,Orange,White,Tuxedo Tee,Bored,Blindfold,Bayc Hat Black
1824,105.0,1.279196985736487,190,10000,Gold Hoop,Yellow,Noise,Hawaiian,Rage,Angry,Short Mohawk
1825,0.99,1.078199006374997,2439,10000,Silver Hoop,Blue,Death Bot,Navy Striped Tee,Bored,Bloodshot,Fez
1826,0.75,1.1183752520254318,1666,10000,Silver Stud,Purple,Black,Leather Jacket,Bored Unshaven,Closed,Laurel Wreath
1827,38.85,0.8184943614064073,9587,10000,,Gray,Dark Brown,Leather Punk Jacket,Bored,Bored,Fez
1828,86.0,1.034398682639608,3477,10000,,Purple,Brown,Stunt Jacket,Grin Gold Grill,Bloodshot,Irish Boho
1829,2.34,0.9495147440148184,6267,10000,,Orange,Pink,Lab Coat,Phoneme Wah,Bored,
1830,19.5,0.9390074801202754,6662,10000,,Aquamarine,Brown,Caveman Pelt,Bored Unshaven,X Eyes,Halo
1832,107.99,0.9436352640581146,6482,10000,,Purple,Pink,Work Vest,Bored Cigarette,Eyepatch,
1833,0.73,0.986108798448345,4983,10000,,Gray,Dark Brown,Tweed Suit,Grin,Holographic,Beanie
1834,0.75,0.9288424205941164,6984,10000,,Purple,Brown,Bone Tee,Phoneme Vuh,Bored,Spinner Hat
1835,24.7,1.2948359728717036,145,10000,,,,,,,
1836,95.0,0.9793646596268892,5234,10000,,,,,,,
1838,0.44,0.9647273229225364,5740,10000,,New Punk Blue,Robot,Wool Turtleneck,Bored,Sleepy,Stuntman Helmet
1839,112.5,0.9207697755961888,7250,10000,,Aquamarine,Pink,,Small Grin,Bored,Spinner Hat
1840,12.5,1.0214619781292802,3834,10000,,Purple,Gray,Hip Hop,Phoneme Wah,3d,
1841,99.6,0.8948457674872285,8081,10000,,Army Green,Black,Wool Turtleneck,Dumbfounded,Crazy,
1842,66.0,0.896348041880263,8044,10000,,Yellow,Blue,Bone Tee,Grin,Closed,
1843,79.5813,1.244172959338265,338,10000,Silver Stud,Aquamarine,Pink,Prison Jumpsuit,Bored Cigarette,Cyborg,Bunny Ears
1844,2.0,0.9724185302710526,5486,10000,,Army Green,Tan,,Small Grin,3d,Bunny Ears
1845,0.34,0.8960741510217939,8051,10000,,Blue,Black,Tanktop,Bored,Angry,Irish Boho
1846,40.0,1.0406520514721112,3312,10000,,Yellow,Robot,,Bored Bubblegum,Sunglasses,Fez
1847,4.39,0.8673174506988139,8773,10000,,Yellow,White,Bayc T Black,Bored,Bored,Halo
1849,0.66,0.9828768729974652,5102,10000,,Army Green,Tan,Hip Hop,Bored Unshaven,Crazy,S&m Hat
1850,125.0,0.9854920388757537,5005,10000,,Blue,Golden Brown,Prison Jumpsuit,Bored Unshaven,Laser Eyes,Beanie
1851,199.99,1.2167131768878208,539,10000,Silver Stud,Army Green,Black,Navy Striped Tee,Grin Multicolored,Wide Eyed,Bayc Hat Red
1852,85.0,0.8290748284589066,9457,10000,,Aquamarine,Black,,Bored,Heart,Bayc Flipped Brim
1853,151.5,0.7939939991038087,9818,10000,,Army Green,Black,Sailor Shirt,Grin,Bored,
1854,3.39,1.0158819063240243,4004,10000,,Aquamarine,White,Tweed Suit,Tongue Out,Bored,Short Mohawk
1855,15.0,0.8701759964045174,8714,10000,,Gray,Red,Biker Vest,Dumbfounded,Bored,
